player_id,player_name,firstname,lastname,number,position,age,birth_date,birth_place,birth_country,nationality,height,weight,injured,rating,team_id,team_name,league,season,captain,shots.total,shots.on,goals.total,goals.conceded,goals.assists,passes.total,passes.key,passes.accuracy,tackles.total,tackles.blocks,tackles.interceptions,duels.total,duels.won,dribbles.attempts,dribbles.success,fouls.drawn,fouls.committed,cards.yellow,cards.yellowred,cards.red,penalty.won,penalty.commited,penalty.success,penalty.missed,penalty.saved,games.appearences,games.minutes_played,games.lineups,substitutes.in,substitutes.out,substitutes.bench
47289,Susaeta,Markel,Susaeta Laskurain,,Midfielder,33,14/12/1987,Eibar,Spain,Spain,179 cm,63 kg,,6.772727,531,Athletic Club,La Liga,2018-2019,15,15,6,1,0,2,434,36,78,10,1,12,139,50,36,16,13,12,3,1,0,0,0,0,0,0,22,1380,15,7,8,18
47268,Hodei Oleaga Alarcia,Hodei,Oleaga Alarcia,,Goalkeeper,24,29/12/1996,Laudio,Spain,Spain,198 cm,87 kg,,,531,Athletic Club,La Liga,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
47291,Gorka Guruzeta Rodríguez,Gorka,Guruzeta Rodríguez,,Attacker,24,12/09/1996,San Sebastián,Spain,Spain,188 cm,77 kg,,6.42,531,Athletic Club,La Liga,2018-2019,0,1,0,0,0,0,7,2,66,1,0,2,20,4,0,0,0,4,0,0,0,0,0,0,0,0,6,44,0,6,0,12
47290,Aduriz,Aritz,Aduriz Zubeldia,,Attacker,39,11/02/1981,San Sebastián,Spain,Spain,181 cm,77 kg,,6.610526,531,Athletic Club,La Liga,2018-2019,0,19,11,2,0,0,144,8,60,1,1,0,167,66,8,2,8,28,4,0,0,0,1,2,0,0,20,941,10,10,6,13
47126,Cristian George Ganea,Cristian George,Ganea,,Defender,28,24/05/1992,Bistrița,Romania,Romania,176 cm,72 kg,,6.3,531,Athletic Club,La Liga,2018-2019,0,0,0,0,0,0,9,0,100,0,0,1,6,1,0,0,1,2,0,0,0,0,0,0,0,0,1,50,1,0,1,2
47269,Álex Remiro,Alejandro,Remiro Gargallo,,Goalkeeper,25,24/03/1995,Cascante,Spain,Spain,191 cm,79 kg,,,531,Athletic Club,La Liga,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47270,Unai Simón,Unai,Simón Mendibil,,Goalkeeper,23,11/06/1997,Vitoria-Gasteiz,Spain,Spain,190 cm,88 kg,,6.457142,531,Athletic Club,La Liga,2018-2019,0,0,0,0,13,0,91,0,62,0,0,1,3,1,0,0,0,1,2,0,0,0,0,0,0,0,7,630,7,0,0,31
47267,Iago Herrerín,Iago,Herrerín Buisán,,Goalkeeper,32,25/01/1988,Bilbao,Spain,Spain,187 cm,88 kg,,6.632258,531,Athletic Club,La Liga,2018-2019,0,0,0,0,32,1,463,2,52,0,0,0,25,21,0,0,4,1,1,0,0,0,0,0,0,0,31,2790,31,0,0,1
47277,Unai Núñez,Unai,Núñez Gestoso,,Defender,23,30/01/1997,Portugalete,Spain,Spain,186 cm,80 kg,,7.083333,531,Athletic Club,La Liga,2018-2019,0,12,3,0,0,0,468,3,84,11,12,28,107,62,2,2,2,16,4,0,0,0,0,0,0,0,12,1063,11,1,0,22
47271,Yeray,Yeray,Álvarez López,,Defender,25,24/01/1995,Barakaldo,Spain,Spain,182 cm,78 kg,,6.873333,531,Athletic Club,La Liga,2018-2019,0,11,3,0,0,0,1028,2,78,30,16,63,297,177,6,5,24,31,10,0,0,0,0,0,0,0,30,2614,30,0,2,3
47276,Lekue,Íñigo,Lekue Martínez,,Defender,27,04/05/1993,Bilbao,Spain,Spain,180 cm,70 kg,,6.633333,531,Athletic Club,La Liga,2018-2019,0,0,0,0,0,0,70,2,62,2,0,4,29,15,4,3,3,1,1,0,0,0,0,0,0,0,4,209,2,2,0,3
47273,Yuri,Yuri,Berchiche Izeta,,Defender,30,10/02/1990,Zarautz,Spain,Spain,181 cm,79 kg,,6.985714,531,Athletic Club,La Liga,2018-2019,0,29,6,2,0,2,1120,20,80,31,9,42,372,232,56,33,78,38,9,0,1,0,0,0,0,0,35,3121,35,0,1,0
47275,De Marcos,Óscar,de Marcos Arana,,Defender,31,14/04/1989,Laguardia,Spain,Spain,182 cm,77 kg,,6.672413,531,Athletic Club,La Liga,2018-2019,5,9,2,1,0,2,793,28,74,32,4,27,252,118,26,10,11,39,5,1,1,0,0,0,0,0,30,2427,28,2,6,7
47274,Capa,Ander,Capa Rodríguez,,Defender,28,08/02/1992,Portugalete,Spain,Spain,175 cm,75 kg,,6.620833,531,Athletic Club,La Liga,2018-2019,0,9,2,0,0,0,505,12,73,27,2,30,226,107,47,20,16,44,9,0,0,0,0,0,0,0,25,1637,17,8,2,12
47272,Balenziaga,Mikel,Balenziaga Oruesagasti,,Defender,32,29/02/1988,Zumárraga,Spain,Spain,177 cm,76 kg,,6.52,531,Athletic Club,La Liga,2018-2019,0,1,0,0,0,0,131,3,68,6,2,2,36,18,2,2,1,10,0,0,0,0,0,0,0,0,11,520,6,5,2,23
47278,Daniel Vivian Moreno,Daniel,Vivian Moreno,,Defender,21,05/07/1999,Vitoria,Spain,Spain,183 cm,78 kg,,,531,Athletic Club,La Liga,2018-2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47288,San José,Mikel,San José Domínguez,,Midfielder,31,30/05/1989,Pamplona,Spain,Spain,188 cm,78 kg,,6.60909,531,Athletic Club,La Liga,2018-2019,1,12,3,0,0,0,534,16,75,25,6,21,244,119,12,5,8,34,7,0,0,0,0,0,0,0,33,1717,16,17,1,19
47280,Beñat,Beñat,Etxebarria Urkiaga,,Midfielder,33,19/02/1987,Igorre,Spain,Spain,176 cm,75 kg,,6.881481,531,Athletic Club,La Liga,2018-2019,0,15,3,1,0,2,991,32,83,24,1,24,208,93,15,9,17,30,8,0,0,0,1,0,0,0,27,2044,25,2,15,5
47285,Unai López,Unai,López Cabrera,,Midfielder,25,30/10/1995,Errenteria,Spain,Spain,170 cm,68 kg,,6.633333,531,Athletic Club,La Liga,2018-2019,0,4,2,0,0,0,215,2,85,5,3,1,40,18,7,5,4,1,1,0,0,0,0,0,0,0,7,326,3,4,2,13
